Activité;Dénomination;Adresse complète;Commune;Code Postal;;Longitude;Latitude;;Lien_Tableau_Dynamique
Travaux de peinture et vitrerie;VAGNER teddy; 6 ROUTE NAPOLEON 69210 LENTILLY;LENTILLY;69210;;4,667698;45,824734;;
Travaux de plâtrerie;HOME CTC; 41 CHEMIN DE LA TEYSSONNIERE 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,911049;45,812884;;
Travaux de peinture et vitrerie;DESSALLES geoffrey; 2 RUE DU VIEUX PONT 69340 FRANCHEVILLE;FRANCHEVILLE;69340;;4,770874;45,737877;;
Travaux de revètements des sols et des murs;AGA pavel; 32 QUAI JEAN-BAPTISTE SIMON 69270 FONTAINES-SUR-SAONE;FONTAINES-SUR-SAONE;69270;;4,846333;45,833143;;
Travaux de peinture et vitrerie;SIVI KISIMBILA sylvain; 75 RUE DOCTEUR FRAPPAZ 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,895131;45,761865;;
Travaux de plâtrerie;LATIFI arsim; 29 RUE DANTON 69003 LYON;LYON;69003;;4,857527;45,753996;;
Travaux de peinture et vitrerie;HENIA ferid; 158 COURS TOLSTOI 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,88703;45,760276;;
Travaux de peinture et vitrerie;HAYRAPETYAN pertsh; 52 RUE MARYSE BASTIE 69008 LYON;LYON;69008;;4,873284;45,737105;;
Travaux de plâtrerie;SASU CM RENOV TOUT; 15 RUE FRANCOISE GIROUD 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889641;45,781551;;
Travaux de plâtrerie;OBR RENOVATION; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
Travaux de peinture et vitrerie;ENTREPRISE OZEN; 25 RUE MARCEL BRAMET 69500 BRON;BRON;69500;;4,925136;45,743986;;
Travaux de plâtrerie;DUCARRE joris;0,125 3 RUE DU PAVE 69410 CHAMPAGNE-AU-MONT-D'OR;CHAMPAGNE-AU-MONT-D'OR;69410;;4,786486;45,801642;;
Travaux de peinture et vitrerie;ANAS BAT; 131 RUE DE CREQUI 69006 LYON;LYON;69006;;4,846696;45,765954;;
Agencement de lieux de ventes;LYONEXPO; 19 AVENUE GABRIEL PERI 69960 CORBAS;CORBAS;69960;;4,926057;45,682892;;
Travaux de revètements des sols et des murs;KRASNIQI; 165 RUE JOLIOT CURIE 69005 LYON;LYON;69005;;4,779393;45,753302;;
Travaux de plâtrerie;PERAJ ardian; 84 BOULEVARD EUGENE REGUILLON 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,897737;45,761436;;
Travaux de plâtrerie;KHERAGEN salem; 10 RUE DE LA MAIRIE 69410 CHAMPAGNE-AU-MONT-D'OR;CHAMPAGNE-AU-MONT-D'OR;69410;;4,790897;45,794817;;
Travaux de plâtrerie;ALINA; 1649 ROUTE DE NUITS 69830 SAINT-GEORGES-DE-RENEINS;SAINT-GEORGES-DE-RENEINS;69830;;4,701198;46,047614;;
Travaux de plâtrerie;MONTOYA ALCANTARA guillermo del carmen; 16 RUE DE L'EPEE 69003 LYON;LYON;69003;;4,844265;45,756385;;
Travaux de plâtrerie;MARENOV; 28 RUE JULES BRUNARD 69007 LYON;LYON;69007;;4,856985;45,748786;;
Travaux de peinture et vitrerie;BEN SASSI abdelatti; 83 SENTIER DE LA VERANDE 69380 CIVRIEUX-D'AZERGUES;CIVRIEUX-D'AZERGUES;69380;;4,718499;45,864375;;
Autres travaux de finition;MOREL quentin; 111 IMPASSE DU HAUT GARANT 69820 FLEURIE;FLEURIE;69820;;4,711109;46,19405;;
Autres travaux de finition;MOREL jeannick; 153 BOULEVARD DES ETATS-UNIS 69008 LYON;LYON;69008;;4,870591;45,726001;;
Travaux de plâtrerie;BTP PRO RENOV 69; 8 RUE CHARLOTTE DELBO 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,918422;45,762883;;
Travaux de revètements des sols et des murs;RHONE CHAP; 139 IMPASSE DES RUBIS 69360 TERNAY;TERNAY;69360;;4,815454;45,602105;;
Travaux de peinture et vitrerie;OUNALI mohamed;BIS 31 RUE DES AQUEDUCS 69290 CRAPONNE;CRAPONNE;69290;;4,737657;45,748543;;
Travaux de revètements des sols et des murs;HTS RENOV; 7 AVENUE ALEXANDRE GODARD 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,961777;45,772239;;
Travaux de revètements des sols et des murs;L'INSTANT CARRELAGE; 3255 ROUTE DE STRASBOURG 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,900136;45,821899;;
Travaux de plâtrerie;ILARDO kilian;214  AVENUE JEAN JAURES 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,95628;45,770435;;
Travaux de revètements des sols et des murs;RGA BATIMENT; 15 RUE ARMAND 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885527;45,779033;;
Travaux de peinture et vitrerie;L.V.R; 67 RUE ARISTIDE BRIAND 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,927029;45,695844;;
Travaux de plâtrerie;PLAS dylan; 12  GRANDE RUE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,943064;45,699109;;
Travaux de peinture et vitrerie;STURNY remy; 18 AVENUE EDOUARD HERRIOT 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,962734;45,772145;;
Travaux de plâtrerie;MELE PLATRERIE PEINTURE; 18 RUE SOEUR JANIN 69005 LYON;LYON;69005;;4,800609;45,761264;;
Travaux de peinture et vitrerie;HAJRULLAHU abaz; 19 AVENUE VICTOR HUGO 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,78855;45,769917;;
Travaux de plâtrerie;BATI RENOV CONCEPT;62-64 62 COURS ALBERT THOMAS 69008 LYON;LYON;69008;;4,867106;45,746631;;
Travaux de peinture et vitrerie;AYHAN serkan; 3 ALLEE DE CREST 69190 SAINT-FONS;SAINT-FONS;69190;;4,856138;45,695357;;
Travaux de peinture et vitrerie;BENEDETTI thibaud; 2 IMPASSE DES FRERES GONCOURT 69330 MEYZIEU;MEYZIEU;69330;;5,017777;45,77632;;
Travaux de peinture et vitrerie;SAINT CLAIR RENOVATION; 49 RUE AMPERE 69680 CHASSIEU;CHASSIEU;69680;;4,974113;45,726274;;
Autres travaux de finition;EL OUESLATI oueiss; 11 IMPASSE DE LA COLLINE 69320 FEYZIN;FEYZIN;69320;;4,855517;45,664806;;
Autres travaux de finition;FOURNEL franck; 1674 ROUTE DE CROIX VERTE 69590 POMEYS;POMEYS;69590;;4,468051;45,651159;;
Travaux de plâtrerie;NDOMBASI sandra; 7 RUE PAUL PIC 69500 BRON;BRON;69500;;4,902849;45,729796;;
Travaux de plâtrerie;DALY soufiene; 178 AVENUE SAINT-EXUPERY 69500 BRON;BRON;69500;;4,911994;45,726615;;
Travaux de plâtrerie;BKF CONSTRUCTION; 18 RUE LOUIS VERNAY 69390 VOURLES;VOURLES;69390;;4,774659;45,658865;;
Travaux de plâtrerie;DEMIRTAS mehmet; 38 RUE DE LA REPUBLIQUE 69330 MEYZIEU;MEYZIEU;69330;;4,998872;45,766606;;
Travaux de peinture et vitrerie;YOOTH SOLUTIONS; 254 RUE VENDOME 69003 LYON;LYON;69003;;4,847126;45,757263;;
Travaux de revètements des sols et des murs;ERTUGRAL mustafa-arda; 2 ALLEE HO CHI MINH 69700 GIVORS;GIVORS;69700;;4,761342;45,604839;;
Travaux de peinture et vitrerie;NEVEUX nicolas; 25 CHEMIN DE LA CHESNERAIE 69126 BRINDAS;BRINDAS;69126;;4,709437;45,716824;;
Travaux de plâtrerie;MALERBA thibault; 529 ROUTE DU DARROUX 69460 SAINT-ETIENNE-DES-OULLIERES;SAINT-ETIENNE-DES-OULLIERES;69460;;4,649656;46,058468;;
Travaux de plâtrerie;SANTOZ-COTTIN sebastien;15 B 15 RUE DE MARGNOLLES 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,834298;45,783369;;
Travaux de peinture et vitrerie;BOURGEOIS patrice; 81 BOULEVARD DES ETATS-UNIS 69008 LYON;LYON;69008;;4,865802;45,732148;;
Travaux de peinture et vitrerie;LM PEINTURE; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
Autres travaux de finition;SENBANDITH arthur; 1 BOULEVARD MARECHAL LECLERC 69330 MEYZIEU;MEYZIEU;69330;;5,002226;45,775945;;
Agencement de lieux de ventes;EDIFICE AGENCEMENT; 1305 ROUTE DE LOZANNE 69380 DOMMARTIN;DOMMARTIN;69380;;4,696727;45,836761;;
Travaux de peinture et vitrerie;BEJTJA ramazan; 44  GRANDE RUE 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,803901;45,734568;;
Travaux de revètements des sols et des murs;MILOUDI kamel; 25 RUE DU PROFESSEUR ROUX 69200 VENISSIEUX;VENISSIEUX;69200;;4,857364;45,728479;;
Autres travaux de finition;DOGANAY abdulkadir-geylani; 13 RUE ROBESPIERRE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,946301;45,704458;;
Autres travaux de finition;GROBA GIL joaquin; 3 RUE LOUIS FORT 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885133;45,77462;;
Travaux de peinture et vitrerie;CHAOUCH badreddine; 185 ROUTE DE VIENNE 69008 LYON;LYON;69008;;4,854426;45,732824;;
Agencement de lieux de ventes;MEILLEURSTAND; 16 RUE CUVIER 69006 LYON;LYON;69006;;4,843082;45,766593;;
Travaux de revètements des sols et des murs;MUDUR;1ER ETAGE 46 CHEMIN DU MOULIN CARRON 69570 DARDILLY;DARDILLY;69570;;4,7630551;45,807717;;
Autres travaux de finition;SOLUTION MULTI SERVICES;LE CLOS CHATILLON 51 RUE BENOIT TRICHARD 69460 ODENAS;ODENAS;69460;;4,644231;46,087174;;
Travaux de plâtrerie;ALPHA PEINTURE; 24 RUE DE LA MOUCHE 69540 IRIGNY;IRIGNY;69540;;4,821761;45,691939;;
Travaux de revètements des sols et des murs;OUECHTATI mohamed;BATIMENT A 264 ROUTE DE SAINT ANDRE DE CORCY 69730 GENAY;GENAY;69730;;4,842854;45,899911;;
Autres travaux de finition;RHONE ALPES SERVICES; 3 RUE DE LA DEMOCRATIE 69200 VENISSIEUX;VENISSIEUX;69200;;4,881763;45,694668;;
Travaux de plâtrerie;IK ESBAT 21; 50 RUE DU CANAL 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,90064;45,775799;;
Autres travaux de finition;SIRIVATH siriphothong; 25 RUE CLAUDE VIOLET 69008 LYON;LYON;69008;;4,878091;45,731629;;
Travaux de peinture et vitrerie;CEKIC ahmet; 12 RUE LOUIS PERGAUD 69500 BRON;BRON;69500;;4,918526;45,743067;;
Travaux de revètements des sols et des murs;SELIMI herolind; 42 RUE DE MONTELIER 69200 VENISSIEUX;VENISSIEUX;69200;;4,898302;45,699494;;
Travaux de peinture et vitrerie;DECO SH; 6 RUE PHILIPPE DE VOGUE 69190 SAINT-FONS;SAINT-FONS;69190;;4,860366;45,701965;;
Travaux de plâtrerie;CAKMAK ersan; 6 AVENUE DE LA DIVISION LECLERC 69200 VENISSIEUX;VENISSIEUX;69200;;4,866783;45,698241;;
Travaux de plâtrerie;SDIRI yanis; 93 RUE DES MARTYRS DE LA RESISTANCE 69200 VENISSIEUX;VENISSIEUX;69200;;4,870508;45,689654;;
Travaux de plâtrerie;D.O ISOPLAK; 675 ROUTE DU PUY D'OR 69760 LIMONEST;LIMONEST;69760;;4,775073;45,819838;;
Travaux de plâtrerie;EGA BAT; 31 AVENUE DE MENIVAL 69005 LYON;LYON;69005;;4,784065;45,756516;;
Travaux de revètements des sols et des murs;GT RENOVATION 2; 102 AVENUE PAUL SANTY 69008 LYON;LYON;69008;;4,874245;45,72875;;
Travaux de plâtrerie;APSS; 517 AVENUE DE LA SAUVEGARDE 69009 LYON;LYON;69009;;4,790765;45,78728;;
Travaux de revètements des sols et des murs;DAMIEN LDP; 31 AVENUE DE LAUTERBOURG 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,778749;45,75862;;
Travaux de peinture et vitrerie;FLORE daniel-iacob; 387 ROUTE DE VIENNE 69200 VENISSIEUX;VENISSIEUX;69200;;4,854884;45,715959;;
Autres travaux de finition;HECHMI ines; 36 RUE DE LA QUARANTAINE 69005 LYON;LYON;69005;;4,821335;45,752794;;
Travaux de peinture et vitrerie;BENJ PEINTURE; 1 RUE EMILE DECORPS 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,900447;45,759376;;
Travaux de plâtrerie;FBD; 28 RUE DES RANCY 69003 LYON;LYON;69003;;4,851314;45,756029;;
Travaux de peinture et vitrerie;SC PEINTURE RENOV; 49 ROUTE DE L'ARBRESLE 69380 CHATILLON;CHATILLON;69380;;4,643796;45,875432;;
Travaux de plâtrerie;ESSADY houssain; 12 RUE DE LA JEUNESSE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,898216;45,774055;;
Travaux de plâtrerie;TG BAT; 254 RUE VENDOME 69003 LYON;LYON;69003;;4,847126;45,757263;;
Travaux de peinture et vitrerie;GHARRED imed; 128 RUE ALEXIS PERRONCEL 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,883471;45,776574;;
Travaux de peinture et vitrerie;M-CONCEPT; 12 RUE MOLIERE 69006 LYON;LYON;69006;;4,842271;45,766953;;
Agencement de lieux de ventes;BONNOT charles; 73 AVENUE DE VERDUN 69330 MEYZIEU;MEYZIEU;69330;;4,993777;45,778149;;
Travaux de plâtrerie;GYNIDECO; 388 AVENUE CHARLES DE GAULLE 69200 VENISSIEUX;VENISSIEUX;69200;;4,890604;45,717837;;
Travaux de revètements des sols et des murs;SASU ELITE BATIMENT; 25 RUE VICTOR HUGO 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,964406;45,759988;;
Travaux de plâtrerie;SIMSEK can; 12 RUE LUDOVIC BONIN 69200 VENISSIEUX;VENISSIEUX;69200;;4,855562;45,727267;;
Travaux de plâtrerie;GHANEM khadra; 1 RUE ROMY SCHNEIDER 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,902373;45,704295;;
Travaux de revètements des sols et des murs;CAROTEK; 14 RUE ANDRE SENTUC 69200 VENISSIEUX;VENISSIEUX;69200;;4,865383;45,710505;;
Travaux de peinture et vitrerie;HOUSE PAINT; 1 CHEMIN DE PARENTY 69250 NEUVILLE-SUR-SAONE;NEUVILLE-SUR-SAONE;69250;;4,842653;45,875765;;
Travaux de plâtrerie;MURAT BATIMENT; 5 IMPASSE DE LIMOGES 69330 MEYZIEU;MEYZIEU;69330;;5,008401;45,762517;;
Travaux de peinture et vitrerie;CHERIF fehmi;RDC APP 2 - BAT. B CARRE COURTELINE 23 RUE GEORGES COURTELINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,877522;45,778355;;
Travaux de plâtrerie;SOCIETE LYONNAISE D'ISOLATION; 37 RUE VICTOR ET ROGER THOMAS 69008 LYON;LYON;69008;;4,884967;45,723736;;
Travaux de plâtrerie;AS CONSTRUCTION; 11 AVENUE DE LA REPUBLIQUE 69200 VENISSIEUX;VENISSIEUX;69200;;4,86545;45,707863;;
Travaux de plâtrerie;V&Z BATIMENT; 254 RUE VENDOME 69003 LYON;LYON;69003;;4,847126;45,757263;;
Autres travaux de finition;BETTICHE bilal; 16 RUE CUVIER 69006 LYON;LYON;69006;;4,843082;45,766593;;
Travaux de peinture et vitrerie;KM RENOBAT; 46 RUE VICTOR HUGO 69200 VENISSIEUX;VENISSIEUX;69200;;4,885029;45,701631;;
Travaux de peinture et vitrerie;GAIA RENOVATION; 23 RUE VIALA 69003 LYON;LYON;69003;;4,885995;45,745146;;
Travaux de plâtrerie;MATTEO RENOVATION; 27 QUAI CLEMENCEAU 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,826478;45,793386;;
Travaux de plâtrerie;HUSSAIN iqbal; 20 RUE PIERRE TERMIER 69009 LYON;LYON;69009;;4,837591;45,805681;;
Travaux de revètements des sols et des murs;EL JAMRAJ abdelouahed; 7 RUE YOURI GAGARINE 69500 BRON;BRON;69500;;4,925827;45,743458;;
Travaux de plâtrerie;FR PEINTURE;LE FORUM 27 RUE MAURICE FLANDIN 69003 LYON;LYON;69003;;4,863384;45,760703;;
Travaux de peinture et vitrerie;NAGARA eskander; 36 RUE PAUL BERT 69003 LYON;LYON;69003;;4,847031;45,756394;;
Travaux de plâtrerie;MORAR ioan-sebastian; 3 RUE PAUL LANGEVIN 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,957052;45,763418;;
Travaux de revètements des sols et des murs;MADANI hadi; 25 AVENUE ARISTIDE BRIAND 69190 SAINT-FONS;SAINT-FONS;69190;;4,860007;45,705908;;
Travaux de plâtrerie;VMC BATIMENT;A2 92 AVENUE DES BRUYERES 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,943129;45,754524;;
Travaux de peinture et vitrerie;ADM CONCEPT; 8 CHEMIN DE SAINT GOBAIN 69190 SAINT-FONS;SAINT-FONS;69190;;4,851236;45,704564;;
Travaux de plâtrerie;TRAVAUX BATI; 209 AVENUE BERTHELOT 69007 LYON;LYON;69007;;4,855761;45,740915;;
Agencement de lieux de ventes;JAM DECO EVENTS; 6 RUE DE L'EPEE 69003 LYON;LYON;69003;;4,84333;45,756754;;
Travaux de revètements des sols et des murs;SAFI jawed; 78 RUE BATAILLE 69008 LYON;LYON;69008;;4,873278;45,737491;;
Travaux de peinture et vitrerie;SMART PAINTING; 18 CHEMIN DES CHASSEURS 69760 LIMONEST;LIMONEST;69760;;4,763221;45,832827;;
Travaux de plâtrerie;KOCEIR CHERIF fethi; 41 BOULEVARD LENINE 69200 VENISSIEUX;VENISSIEUX;69200;;4,86448;45,693333;;
Travaux de peinture et vitrerie;AOUN BATIMENT; 103 BOULEVARD IRENE JOLIOT CURIE 69200 VENISSIEUX;VENISSIEUX;69200;;4,883181;45,710955;;
Travaux de peinture et vitrerie;BRON DECOR; 13 MONTEE DES CHARMILLES 69500 BRON;BRON;69500;;4,891549;45,725452;;
Travaux de revètements des sols et des murs;IBRAHIM mohamed; 7 RUE DE LATTRE DE TASSIGNY 69350 LA MULATIERE;LA MULATIERE;69350;;4,810172;45,729627;;
Travaux de plâtrerie;RAMIC SABIT; 6 RUE DES SPORTS 69200 VENISSIEUX;VENISSIEUX;69200;;4,908612;45,718067;;
Travaux de plâtrerie;SABIC; 3 CHEMIN DU TABAGNON 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,914714;45,784233;;
Travaux de revètements des sols et des murs;SALKANOVIC; 19 RUE LIEUTENANT COLONEL GIRARD 69007 LYON;LYON;69007;;4,827889;45,737755;;
Travaux de revètements des sols et des murs;VATA eduard; 2 RUE GEOFFRAY 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880801;45,773903;;
Travaux de revètements des sols et des murs;MATA anxhelo; 40 RUE BANCEL 69007 LYON;LYON;69007;;4,838623;45,746749;;
Travaux de revètements des sols et des murs;ZORAN kalinov; 140 COURS TOLSTOI 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,884469;45,760954;;
Travaux de revètements des sols et des murs;EMINI albin; 150 RUE DU 4 AOUT 1789 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,890299;45,764135;;
Travaux de revètements des sols et des murs;DOCI bilal; 28 RUE WAKATSUKI 69008 LYON;LYON;69008;;4,866855;45,731761;;
Travaux de plâtrerie;HALITI shenasi; 2 PETITE RUE DES FEUILLANTS 69001 LYON;LYON;69001;;4,836383;45,769214;;
Travaux de revètements des sols et des murs;BOJAXHINCI agim; 20 RUE DES BIESSES 69330 JONAGE;JONAGE;69330;;5,036273;45,789188;;
Travaux de plâtrerie;BUNGU leutrim; 40 RUE LOUIS BRAILLE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,953321;45,695613;;
Travaux de revètements des sols et des murs;PAULO alvez martinez; 2 RUE COMMANDANT CHARCOT 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,789942;45,747125;;
Travaux de revètements des sols et des murs;EMILIANO mancini; 660 RUE DU PRADO 69270 FONTAINES-SAINT-MARTIN;FONTAINES-SAINT-MARTIN;69270;;4,841378;45,838299;;
Travaux de revètements des sols et des murs;SADIKU lavdrim; 4 RUE ETIENNE DOLET 69190 SAINT-FONS;SAINT-FONS;69190;;4,858087;45,707732;;
Travaux de revètements des sols et des murs;MEHMETI armand; 37 RUE CREUZET 69007 LYON;LYON;69007;;4,845104;45,74952;;
Travaux de revètements des sols et des murs;ELEZI abdyl; 59 PLACE JULES GRANDCLEMENT 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,891106;45,759616;;
Travaux de revètements des sols et des murs;PRO REVETEMENT; 26 RUE SIMONE VEIL 69200 VENISSIEUX;VENISSIEUX;69200;;4,880307;45,71717;;
Travaux de revètements des sols et des murs;BESSON quentin; 308 CHEMIN DE BRIAND 69210 SAVIGNY;SAVIGNY;69210;;4,590197;45,82547;;
Travaux de peinture et vitrerie;MM RENOV; 22 RUE DES GLYCINES 69500 BRON;BRON;69500;;4,913891;45,738572;;
Travaux de plâtrerie;IDS BAT; 5 IMPASSE VIRGINIE 69680 CHASSIEU;CHASSIEU;69680;;4,969124;45,746942;;
Travaux de plâtrerie;ANAECO++; 41 QUAI JEAN-JACQUES ROUSSEAU 69350 LA MULATIERE;LA MULATIERE;69350;;4,814181;45,74658;;
Travaux de plâtrerie;RENOVATION BATIMENT; 13 AVENUE MARCEL CERDAN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,90621;45,767135;;
Travaux de peinture et vitrerie;KUKIELE PEMBELE miguel;RILLIEUX 3B BATIMENT M ESCALIER 1 APPA 34 AVENUE DU MONT BLANC 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,898276;45,810395;;
Travaux de revètements des sols et des murs;JARRY victor; 3 PLACE AUDERVILLE 69640 RIVOLET;RIVOLET;69640;;4,603229;46,005969;;
Travaux de plâtrerie;PIERSON quentin; 70 RUE DE BILLY LE JEUNE 69650 QUINCIEUX;QUINCIEUX;69650;;4,744043;45,909146;;
Autres travaux de finition;KLYMYSHYN roman; 17 RUE JEAN DUCLOS 69200 VENISSIEUX;VENISSIEUX;69200;;4,889156;45,6908489;;
Travaux de revètements des sols et des murs;DECO PEINTURE REVETEMENT; 10 RUE DU BARRIOT 69570 DARDILLY;DARDILLY;69570;;4,749787;45,817318;;
Travaux de plâtrerie;CHARRAS sebastien; 91 AVENUE DE L'EUROPE 69008 LYON;LYON;69008;;4,859089;45,740656;;
Travaux de plâtrerie;BGM; 254 RUE VENDOME 69003 LYON;LYON;69003;;4,847126;45,757263;;
Travaux de plâtrerie;VUNABA NDI koko;COURS LA VILLE 424 RUE DE CHAUFFAILLES 69470 COURS;COURS;69470;;4,32708;46,104479;;
Travaux de plâtrerie;RAMALHO justin; 6 AVENUE DEBROUSSE 69005 LYON;LYON;69005;;4,814635;45,7509599;;
Travaux de peinture et vitrerie;MC-BTP; 108 RUE BOSSUET 69006 LYON;LYON;69006;;4,854725;45,768155;;
Travaux de peinture et vitrerie;SAM MULTISERVICES; 154 AVENUE CHARLES DE GAULLE 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,772852;45,756684;;
Autres travaux de finition;KRYCHKIVSKYI vitalii; 17 RUE JEAN DUCLOS 69200 VENISSIEUX;VENISSIEUX;69200;;4,889156;45,6908489;;
Travaux de revètements des sols et des murs;LCV; 10 RUE MARYSE BASTIE 69008 LYON;LYON;69008;;4,8741141;45,742274;;
Autres travaux de finition;CHAMAUX eric;A 19 RUE DES BIESSES 69330 JONAGE;JONAGE;69330;;5,037032;45,790379;;
Autres travaux de finition;PARTYKA ivan; 17 RUE JEAN DUCLOS 69200 VENISSIEUX;VENISSIEUX;69200;;4,889156;45,6908489;;
Travaux de plâtrerie;SAS GB BATIMENT; 193 RUE MARCEL MERIEUX 69007 LYON;LYON;69007;;4,829791;45,733741;;
Travaux de plâtrerie;DECO BTP; 1 RUE DES PRIMEVERES 69330 JONAGE;JONAGE;69330;;5,039926;45,785356;;
Travaux de plâtrerie;SAS ECOBAT; 193 RUE MARCEL MERIEUX 69007 LYON;LYON;69007;;4,829791;45,733741;;
Travaux de peinture et vitrerie;LN BTP;BAT A 137 RUE DE LA REPUBLIQUE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,932627;45,784563;;
Travaux de plâtrerie;CHIREA ciprian;CHEZ MR CHIREA CONSTANTIN 14 RUE DOCTEUR PAUL DIDAY 69003 LYON;LYON;69003;;4,874155;45,751238;;
Travaux de plâtrerie;MY RENOV; 11 RUE LOUIS MARTEL 69630 CHAPONOST;CHAPONOST;69630;;4,7422389;45,709261;;
Travaux de revètements des sols et des murs;RENOV M.C.M; 254 RUE VENDOME 69003 LYON;LYON;69003;;4,847126;45,757263;;
Travaux de plâtrerie;ALB RENOV; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,8714719;45,777186;;
Travaux de revètements des sols et des murs;MAGALHAES luiti;INDIGO BATIMENT 1 18 AVENUE DES CANUTS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,923847;45,761134;;
Travaux de plâtrerie;CMT PEINTURE; 6 RUE DU VERCORS 69320 FEYZIN;FEYZIN;69320;;4,849469;45,667409;;
Autres travaux de finition;TABET mohammed; 30 ROUTE DE LYON 69250 NEUVILLE-SUR-SAONE;NEUVILLE-SUR-SAONE;69250;;4,839519;45,871476;;
Travaux de plâtrerie;DULU erol; 23 IMPASSE PIERRE LOUVET 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,7384561;45,979659;;
Travaux de revètements des sols et des murs;EMA DESIGN; 55 RUE EMILE ZOLA 69190 SAINT-FONS;SAINT-FONS;69190;;4,862768;45,710872;;
Travaux de revètements des sols et des murs;SFC;  RUE JOSEPH CHAPELLE 69008 LYON;LYON;69008;;4,866813;45,734981;;
Travaux de plâtrerie;EG CONCEPT; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,8714719;45,777186;;
Travaux de peinture et vitrerie;S.A. BAT; 22 AVENUE GEORGES DIMITROV 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,924876;45,777611;;
Travaux de peinture et vitrerie;MHAMDI zied; 16 RUE ETIENNE DOLET 69600 OULLINS;OULLINS;69600;;4,807113;45,713499;;
Travaux de plâtrerie;BARHOUMI sabri; 17 RUE BOUCHER DE PERTHES 69170 TARARE;TARARE;69170;;4,4391201;45,892816;;
Travaux de revètements des sols et des murs;ZOKOU AUGAY sidney; 229 CHEMIN DU VAL D'OR 69870 SAINT-NIZIER-D'AZERGUES;SAINT-NIZIER-D'AZERGUES;69870;;4,4441159;46,108472;;
Travaux de peinture et vitrerie;MTIR karim;APPARTEMENT 102 24 AVENUE JEAN JAURES 69200 VENISSIEUX;VENISSIEUX;69200;;4,8800561;45,702987;;
Travaux de peinture et vitrerie;SUFAJ RENOVATION; 78 RUE DE LA CROIX FLEURIE 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,718462;45,99932;;
Autres travaux de finition;PLASSARD alexandre; 7 ALLEE DU RENARD 69400 GLEIZE;GLEIZE;69400;;4,6979531;46,001276;;
